name,label,kind
go:0032386::Biological Process,regulation of intracellular transport,Biological Process
go:0032387::Biological Process,negative regulation of intracellular transport,Biological Process
go:0032388::Biological Process,positive regulation of intracellular transport,Biological Process
go:0032392::Biological Process,DNA geometric change,Biological Process
go:0032400::Biological Process,melanosome localization,Biological Process
go:0032401::Biological Process,establishment of melanosome localization,Biological Process
go:0032402::Biological Process,melanosome transport,Biological Process
go:0032409::Biological Process,regulation of transporter activity,Biological Process
go:0032410::Biological Process,negative regulation of transporter activity,Biological Process
go:0032411::Biological Process,positive regulation of transporter activity,Biological Process
go:0032412::Biological Process,regulation of ion transmembrane transporter activity,Biological Process
go:0032413::Biological Process,negative regulation of ion transmembrane transporter activity,Biological Process
go:0032414::Biological Process,positive regulation of ion transmembrane transporter activity,Biological Process
go:0032415::Biological Process,regulation of sodium:proton antiporter activity,Biological Process
go:0032416::Biological Process,negative regulation of sodium:proton antiporter activity,Biological Process
go:0032417::Biological Process,positive regulation of sodium:proton antiporter activity,Biological Process
go:0032418::Biological Process,lysosome localization,Biological Process
go:0032423::Biological Process,regulation of mismatch repair,Biological Process
go:0032425::Biological Process,positive regulation of mismatch repair,Biological Process
go:0032429::Biological Process,regulation of phospholipase A2 activity,Biological Process
go:0032430::Biological Process,positive regulation of phospholipase A2 activity,Biological Process
go:0032431::Biological Process,activation of phospholipase A2 activity,Biological Process
go:0032434::Biological Process,regulation of proteasomal ubiquitin-dependent protein catabolic process,Biological Process
go:0032435::Biological Process,negative regulation of proteasomal ubiquitin-dependent protein catabolic process,Biological Process
go:0032436::Biological Process,positive regulation of proteasomal ubiquitin-dependent protein catabolic process,Biological Process
go:0032438::Biological Process,melanosome organization,Biological Process
go:0032439::Biological Process,endosome localization,Biological Process
go:0032446::Biological Process,protein modification by small protein conjugation,Biological Process
go:0032447::Biological Process,protein urmylation,Biological Process
go:0032455::Biological Process,nerve growth factor processing,Biological Process
go:0032456::Biological Process,endocytic recycling,Biological Process
go:0032459::Biological Process,regulation of protein oligomerization,Biological Process
go:0032460::Biological Process,negative regulation of protein oligomerization,Biological Process
go:0032461::Biological Process,positive regulation of protein oligomerization,Biological Process
go:0032462::Biological Process,regulation of protein homooligomerization,Biological Process
go:0032463::Biological Process,negative regulation of protein homooligomerization,Biological Process
go:0032464::Biological Process,positive regulation of protein homooligomerization,Biological Process
go:0032465::Biological Process,regulation of cytokinesis,Biological Process
go:0032466::Biological Process,negative regulation of cytokinesis,Biological Process
go:0032467::Biological Process,positive regulation of cytokinesis,Biological Process
go:0032469::Biological Process,endoplasmic reticulum calcium ion homeostasis,Biological Process
go:0032470::Biological Process,positive regulation of endoplasmic reticulum calcium ion concentration,Biological Process
go:0032471::Biological Process,negative regulation of endoplasmic reticulum calcium ion concentration,Biological Process
go:0032472::Biological Process,Golgi calcium ion transport,Biological Process
go:0032474::Biological Process,otolith morphogenesis,Biological Process
go:0032479::Biological Process,regulation of type I interferon production,Biological Process
go:0032480::Biological Process,negative regulation of type I interferon production,Biological Process
go:0032481::Biological Process,positive regulation of type I interferon production,Biological Process
go:0032482::Biological Process,Rab protein signal transduction,Biological Process
go:0032483::Biological Process,regulation of Rab protein signal transduction,Biological Process
go:0032484::Biological Process,Ral protein signal transduction,Biological Process
go:0032485::Biological Process,regulation of Ral protein signal transduction,Biological Process
go:0032486::Biological Process,Rap protein signal transduction,Biological Process
go:0032487::Biological Process,regulation of Rap protein signal transduction,Biological Process
go:0032488::Biological Process,Cdc42 protein signal transduction,Biological Process
go:0032489::Biological Process,regulation of Cdc42 protein signal transduction,Biological Process
go:0032490::Biological Process,detection of molecule of bacterial origin,Biological Process
go:0032493::Biological Process,response to bacterial lipoprotein,Biological Process
go:0032494::Biological Process,response to peptidoglycan,Biological Process
go:0032495::Biological Process,response to muramyl dipeptide,Biological Process
go:0032496::Biological Process,response to lipopolysaccharide,Biological Process
go:0032497::Biological Process,detection of lipopolysaccharide,Biological Process
go:0032499::Biological Process,detection of peptidoglycan,Biological Process
go:0032504::Biological Process,multicellular organism reproduction,Biological Process
go:0032506::Biological Process,cytokinetic process,Biological Process
go:0032507::Biological Process,maintenance of protein location in cell,Biological Process
go:0032508::Biological Process,DNA duplex unwinding,Biological Process
go:0032509::Biological Process,endosome transport via multivesicular body sorting pathway,Biological Process
go:0032510::Biological Process,endosome to lysosome transport via multivesicular body sorting pathway,Biological Process
go:0032511::Biological Process,late endosome to vacuole transport via multivesicular body sorting pathway,Biological Process
go:0032512::Biological Process,regulation of protein phosphatase type 2B activity,Biological Process
go:0032513::Biological Process,negative regulation of protein phosphatase type 2B activity,Biological Process
go:0032515::Biological Process,negative regulation of phosphoprotein phosphatase activity,Biological Process
go:0032516::Biological Process,positive regulation of phosphoprotein phosphatase activity,Biological Process
go:0032525::Biological Process,somite rostral/caudal axis specification,Biological Process
go:0032526::Biological Process,response to retinoic acid,Biological Process
go:0032527::Biological Process,protein exit from endoplasmic reticulum,Biological Process
go:0032528::Biological Process,microvillus organization,Biological Process
go:0032530::Biological Process,regulation of microvillus organization,Biological Process
go:0032532::Biological Process,regulation of microvillus length,Biological Process
go:0032534::Biological Process,regulation of microvillus assembly,Biological Process
go:0032535::Biological Process,regulation of cellular component size,Biological Process
go:0032536::Biological Process,regulation of cell projection size,Biological Process
go:0032543::Biological Process,mitochondrial translation,Biological Process
go:0032570::Biological Process,response to progesterone,Biological Process
go:0032571::Biological Process,response to vitamin K,Biological Process
go:0032594::Biological Process,protein transport within lipid bilayer,Biological Process
go:0032596::Biological Process,protein transport into membrane raft,Biological Process
go:0032602::Biological Process,chemokine production,Biological Process
go:0032606::Biological Process,type I interferon production,Biological Process
go:0032607::Biological Process,interferon-alpha production,Biological Process
go:0032608::Biological Process,interferon-beta production,Biological Process
go:0032609::Biological Process,interferon-gamma production,Biological Process
go:0032611::Biological Process,interleukin-1 beta production,Biological Process
go:0032612::Biological Process,interleukin-1 production,Biological Process
go:0032613::Biological Process,interleukin-10 production,Biological Process
go:0032615::Biological Process,interleukin-12 production,Biological Process
go:0032616::Biological Process,interleukin-13 production,Biological Process
go:0032620::Biological Process,interleukin-17 production,Biological Process
go:0032621::Biological Process,interleukin-18 production,Biological Process
go:0032623::Biological Process,interleukin-2 production,Biological Process
go:0032633::Biological Process,interleukin-4 production,Biological Process
go:0032635::Biological Process,interleukin-6 production,Biological Process
go:0032637::Biological Process,interleukin-8 production,Biological Process
go:0032640::Biological Process,tumor necrosis factor production,Biological Process
go:0032641::Biological Process,lymphotoxin A production,Biological Process
go:0032642::Biological Process,regulation of chemokine production,Biological Process
go:0032645::Biological Process,regulation of granulocyte macrophage colony-stimulating factor production,Biological Process
go:0032647::Biological Process,regulation of interferon-alpha production,Biological Process
go:0032648::Biological Process,regulation of interferon-beta production,Biological Process
go:0032649::Biological Process,regulation of interferon-gamma production,Biological Process
go:0032650::Biological Process,regulation of interleukin-1 alpha production,Biological Process
go:0032651::Biological Process,regulation of interleukin-1 beta production,Biological Process
go:0032652::Biological Process,regulation of interleukin-1 production,Biological Process
go:0032653::Biological Process,regulation of interleukin-10 production,Biological Process
go:0032655::Biological Process,regulation of interleukin-12 production,Biological Process
go:0032656::Biological Process,regulation of interleukin-13 production,Biological Process
go:0032660::Biological Process,regulation of interleukin-17 production,Biological Process
go:0032661::Biological Process,regulation of interleukin-18 production,Biological Process
go:0032663::Biological Process,regulation of interleukin-2 production,Biological Process
go:0032667::Biological Process,regulation of interleukin-23 production,Biological Process
go:0032672::Biological Process,regulation of interleukin-3 production,Biological Process
go:0032673::Biological Process,regulation of interleukin-4 production,Biological Process
go:0032674::Biological Process,regulation of interleukin-5 production,Biological Process
go:0032675::Biological Process,regulation of interleukin-6 production,Biological Process
go:0032677::Biological Process,regulation of interleukin-8 production,Biological Process
go:0032679::Biological Process,regulation of TRAIL production,Biological Process
go:0032680::Biological Process,regulation of tumor necrosis factor production,Biological Process
go:0032682::Biological Process,negative regulation of chemokine production,Biological Process
go:0032687::Biological Process,negative regulation of interferon-alpha production,Biological Process
go:0032688::Biological Process,negative regulation of interferon-beta production,Biological Process
go:0032689::Biological Process,negative regulation of interferon-gamma production,Biological Process
go:0032691::Biological Process,negative regulation of interleukin-1 beta production,Biological Process
go:0032692::Biological Process,negative regulation of interleukin-1 production,Biological Process
go:0032693::Biological Process,negative regulation of interleukin-10 production,Biological Process
go:0032695::Biological Process,negative regulation of interleukin-12 production,Biological Process
go:0032696::Biological Process,negative regulation of interleukin-13 production,Biological Process
go:0032700::Biological Process,negative regulation of interleukin-17 production,Biological Process
go:0032701::Biological Process,negative regulation of interleukin-18 production,Biological Process
go:0032703::Biological Process,negative regulation of interleukin-2 production,Biological Process
go:0032707::Biological Process,negative regulation of interleukin-23 production,Biological Process
go:0032713::Biological Process,negative regulation of interleukin-4 production,Biological Process
go:0032714::Biological Process,negative regulation of interleukin-5 production,Biological Process
go:0032715::Biological Process,negative regulation of interleukin-6 production,Biological Process
go:0032717::Biological Process,negative regulation of interleukin-8 production,Biological Process
go:0032720::Biological Process,negative regulation of tumor necrosis factor production,Biological Process
go:0032722::Biological Process,positive regulation of chemokine production,Biological Process
go:0032725::Biological Process,positive regulation of granulocyte macrophage colony-stimulating factor production,Biological Process
go:0032727::Biological Process,positive regulation of interferon-alpha production,Biological Process
go:0032728::Biological Process,positive regulation of interferon-beta production,Biological Process
go:0032729::Biological Process,positive regulation of interferon-gamma production,Biological Process
go:0032730::Biological Process,positive regulation of interleukin-1 alpha production,Biological Process
go:0032731::Biological Process,positive regulation of interleukin-1 beta production,Biological Process
go:0032732::Biological Process,positive regulation of interleukin-1 production,Biological Process
go:0032733::Biological Process,positive regulation of interleukin-10 production,Biological Process
go:0032735::Biological Process,positive regulation of interleukin-12 production,Biological Process
go:0032736::Biological Process,positive regulation of interleukin-13 production,Biological Process
go:0032740::Biological Process,positive regulation of interleukin-17 production,Biological Process
go:0032741::Biological Process,positive regulation of interleukin-18 production,Biological Process
go:0032743::Biological Process,positive regulation of interleukin-2 production,Biological Process
go:0032747::Biological Process,positive regulation of interleukin-23 production,Biological Process
go:0032752::Biological Process,positive regulation of interleukin-3 production,Biological Process
go:0032753::Biological Process,positive regulation of interleukin-4 production,Biological Process
go:0032754::Biological Process,positive regulation of interleukin-5 production,Biological Process
go:0032755::Biological Process,positive regulation of interleukin-6 production,Biological Process
go:0032757::Biological Process,positive regulation of interleukin-8 production,Biological Process
go:0032759::Biological Process,positive regulation of TRAIL production,Biological Process
go:0032760::Biological Process,positive regulation of tumor necrosis factor production,Biological Process
go:0032762::Biological Process,mast cell cytokine production,Biological Process
go:0032763::Biological Process,regulation of mast cell cytokine production,Biological Process
go:0032764::Biological Process,negative regulation of mast cell cytokine production,Biological Process
go:0032765::Biological Process,positive regulation of mast cell cytokine production,Biological Process
go:0032768::Biological Process,regulation of monooxygenase activity,Biological Process
go:0032769::Biological Process,negative regulation of monooxygenase activity,Biological Process
go:0032770::Biological Process,positive regulation of monooxygenase activity,Biological Process
go:0032776::Biological Process,DNA methylation on cytosine,Biological Process
go:0032780::Biological Process,negative regulation of ATPase activity,Biological Process
go:0032781::Biological Process,positive regulation of ATPase activity,Biological Process
go:0032782::Biological Process,bile acid secretion,Biological Process
go:0032784::Biological Process,"regulation of DNA-templated transcription, elongation",Biological Process
go:0032785::Biological Process,"negative regulation of DNA-templated transcription, elongation",Biological Process
go:0032786::Biological Process,"positive regulation of DNA-templated transcription, elongation",Biological Process
go:0032787::Biological Process,monocarboxylic acid metabolic process,Biological Process
go:0032790::Biological Process,ribosome disassembly,Biological Process
go:0032792::Biological Process,negative regulation of CREB transcription factor activity,Biological Process
go:0032793::Biological Process,positive regulation of CREB transcription factor activity,Biological Process
go:0032796::Biological Process,uropod organization,Biological Process
go:0032799::Biological Process,low-density lipoprotein receptor particle metabolic process,Biological Process
go:0032800::Biological Process,receptor biosynthetic process,Biological Process
go:0032801::Biological Process,receptor catabolic process,Biological Process
go:0032803::Biological Process,regulation of low-density lipoprotein particle receptor catabolic process,Biological Process
go:0032804::Biological Process,negative regulation of low-density lipoprotein particle receptor catabolic process,Biological Process
go:0032805::Biological Process,positive regulation of low-density lipoprotein particle receptor catabolic process,Biological Process
go:0032808::Biological Process,lacrimal gland development,Biological Process
go:0032811::Biological Process,negative regulation of epinephrine secretion,Biological Process
go:0032814::Biological Process,regulation of natural killer cell activation,Biological Process
go:0032815::Biological Process,negative regulation of natural killer cell activation,Biological Process
go:0032816::Biological Process,positive regulation of natural killer cell activation,Biological Process
go:0032817::Biological Process,regulation of natural killer cell proliferation,Biological Process
go:0032819::Biological Process,positive regulation of natural killer cell proliferation,Biological Process
go:0032823::Biological Process,regulation of natural killer cell differentiation,Biological Process
go:0032824::Biological Process,negative regulation of natural killer cell differentiation,Biological Process
go:0032825::Biological Process,positive regulation of natural killer cell differentiation,Biological Process
go:0032826::Biological Process,regulation of natural killer cell differentiation involved in immune response,Biological Process
go:0032827::Biological Process,negative regulation of natural killer cell differentiation involved in immune response,Biological Process
go:0032829::Biological Process,"regulation of CD4-positive, CD25-positive, alpha-beta regulatory T cell differentiation",Biological Process
go:0032831::Biological Process,"positive regulation of CD4-positive, CD25-positive, alpha-beta regulatory T cell differentiation",Biological Process
go:0032832::Biological Process,"regulation of CD4-positive, CD25-positive, alpha-beta regulatory T cell differentiation involved in immune response",Biological Process
go:0032834::Biological Process,"positive regulation of CD4-positive, CD25-positive, alpha-beta regulatory T cell differentiation involved in immune response",Biological Process
go:0032835::Biological Process,glomerulus development,Biological Process
go:0032836::Biological Process,glomerular basement membrane development,Biological Process
go:0032844::Biological Process,regulation of homeostatic process,Biological Process
go:0032845::Biological Process,negative regulation of homeostatic process,Biological Process
go:0032846::Biological Process,positive regulation of homeostatic process,Biological Process
go:0032847::Biological Process,regulation of cellular pH reduction,Biological Process
go:0032849::Biological Process,positive regulation of cellular pH reduction,Biological Process
go:0032868::Biological Process,response to insulin,Biological Process
go:0032869::Biological Process,cellular response to insulin stimulus,Biological Process
go:0032870::Biological Process,cellular response to hormone stimulus,Biological Process
go:0032872::Biological Process,regulation of stress-activated MAPK cascade,Biological Process
go:0032873::Biological Process,negative regulation of stress-activated MAPK cascade,Biological Process
go:0032874::Biological Process,positive regulation of stress-activated MAPK cascade,Biological Process
go:0032875::Biological Process,regulation of DNA endoreduplication,Biological Process
go:0032876::Biological Process,negative regulation of DNA endoreduplication,Biological Process
go:0032877::Biological Process,positive regulation of DNA endoreduplication,Biological Process
go:0032878::Biological Process,regulation of establishment or maintenance of cell polarity,Biological Process
go:0032880::Biological Process,regulation of protein localization,Biological Process
go:0032881::Biological Process,regulation of polysaccharide metabolic process,Biological Process
go:0032885::Biological Process,regulation of polysaccharide biosynthetic process,Biological Process
go:0032886::Biological Process,regulation of microtubule-based process,Biological Process
go:0032890::Biological Process,regulation of organic acid transport,Biological Process
go:0032891::Biological Process,negative regulation of organic acid transport,Biological Process
go:0032892::Biological Process,positive regulation of organic acid transport,Biological Process
go:0032897::Biological Process,negative regulation of viral transcription,Biological Process
go:0032898::Biological Process,neurotrophin production,Biological Process
go:0032899::Biological Process,regulation of neurotrophin production,Biological Process
go:0032902::Biological Process,nerve growth factor production,Biological Process
go:0032908::Biological Process,regulation of transforming growth factor beta1 production,Biological Process
go:0032909::Biological Process,regulation of transforming growth factor beta2 production,Biological Process
go:0032910::Biological Process,regulation of transforming growth factor beta3 production,Biological Process
go:0032911::Biological Process,negative regulation of transforming growth factor beta1 production,Biological Process
go:0032912::Biological Process,negative regulation of transforming growth factor beta2 production,Biological Process
go:0032914::Biological Process,positive regulation of transforming growth factor beta1 production,Biological Process
go:0032915::Biological Process,positive regulation of transforming growth factor beta2 production,Biological Process
go:0032916::Biological Process,positive regulation of transforming growth factor beta3 production,Biological Process
go:0032922::Biological Process,circadian regulation of gene expression,Biological Process
go:0032924::Biological Process,activin receptor signaling pathway,Biological Process
go:0032925::Biological Process,regulation of activin receptor signaling pathway,Biological Process
go:0032926::Biological Process,negative regulation of activin receptor signaling pathway,Biological Process
go:0032927::Biological Process,positive regulation of activin receptor signaling pathway,Biological Process
go:0032928::Biological Process,regulation of superoxide anion generation,Biological Process
go:0032929::Biological Process,negative regulation of superoxide anion generation,Biological Process
go:0032930::Biological Process,positive regulation of superoxide anion generation,Biological Process
go:0032933::Biological Process,SREBP signaling pathway,Biological Process
go:0032940::Biological Process,secretion by cell,Biological Process
go:0032941::Biological Process,secretion by tissue,Biological Process
go:0032943::Biological Process,mononuclear cell proliferation,Biological Process
go:0032944::Biological Process,regulation of mononuclear cell proliferation,Biological Process
go:0032945::Biological Process,negative regulation of mononuclear cell proliferation,Biological Process
go:0032946::Biological Process,positive regulation of mononuclear cell proliferation,Biological Process
go:0032956::Biological Process,regulation of actin cytoskeleton organization,Biological Process
go:0032957::Biological Process,inositol trisphosphate metabolic process,Biological Process
go:0032958::Biological Process,inositol phosphate biosynthetic process,Biological Process
go:0032959::Biological Process,inositol trisphosphate biosynthetic process,Biological Process
go:0032960::Biological Process,regulation of inositol trisphosphate biosynthetic process,Biological Process
go:0032962::Biological Process,positive regulation of inositol trisphosphate biosynthetic process,Biological Process
go:0032963::Biological Process,collagen metabolic process,Biological Process
go:0032964::Biological Process,collagen biosynthetic process,Biological Process
go:0032965::Biological Process,regulation of collagen biosynthetic process,Biological Process
go:0032966::Biological Process,negative regulation of collagen biosynthetic process,Biological Process
go:0032967::Biological Process,positive regulation of collagen biosynthetic process,Biological Process
go:0032968::Biological Process,positive regulation of transcription elongation from RNA polymerase II promoter,Biological Process
go:0032970::Biological Process,regulation of actin filament-based process,Biological Process
go:0032971::Biological Process,regulation of muscle filament sliding,Biological Process
go:0032972::Biological Process,regulation of muscle filament sliding speed,Biological Process
go:0032981::Biological Process,mitochondrial respiratory chain complex I assembly,Biological Process
go:0032984::Biological Process,macromolecular complex disassembly,Biological Process
go:0032986::Biological Process,protein-DNA complex disassembly,Biological Process
go:0032988::Biological Process,ribonucleoprotein complex disassembly,Biological Process
go:0032990::Biological Process,cell part morphogenesis,Biological Process
go:0033002::Biological Process,muscle cell proliferation,Biological Process
go:0033003::Biological Process,regulation of mast cell activation,Biological Process
go:0033004::Biological Process,negative regulation of mast cell activation,Biological Process
go:0033005::Biological Process,positive regulation of mast cell activation,Biological Process
go:0033006::Biological Process,regulation of mast cell activation involved in immune response,Biological Process
go:0033007::Biological Process,negative regulation of mast cell activation involved in immune response,Biological Process
go:0033008::Biological Process,positive regulation of mast cell activation involved in immune response,Biological Process
go:0033013::Biological Process,tetrapyrrole metabolic process,Biological Process
go:0033014::Biological Process,tetrapyrrole biosynthetic process,Biological Process
go:0033015::Biological Process,tetrapyrrole catabolic process,Biological Process
go:0033025::Biological Process,regulation of mast cell apoptotic process,Biological Process
go:0033026::Biological Process,negative regulation of mast cell apoptotic process,Biological Process
go:0033028::Biological Process,myeloid cell apoptotic process,Biological Process
go:0033029::Biological Process,regulation of neutrophil apoptotic process,Biological Process
go:0033030::Biological Process,negative regulation of neutrophil apoptotic process,Biological Process
go:0033031::Biological Process,positive regulation of neutrophil apoptotic process,Biological Process
go:0033032::Biological Process,regulation of myeloid cell apoptotic process,Biological Process
go:0033033::Biological Process,negative regulation of myeloid cell apoptotic process,Biological Process
go:0033034::Biological Process,positive regulation of myeloid cell apoptotic process,Biological Process
go:0033044::Biological Process,regulation of chromosome organization,Biological Process
go:0033045::Biological Process,regulation of sister chromatid segregation,Biological Process
go:0033046::Biological Process,negative regulation of sister chromatid segregation,Biological Process
go:0033047::Biological Process,regulation of mitotic sister chromatid segregation,Biological Process
go:0033048::Biological Process,negative regulation of mitotic sister chromatid segregation,Biological Process
go:0033057::Biological Process,multicellular organismal reproductive behavior,Biological Process
go:0033058::Biological Process,directional locomotion,Biological Process
go:0033059::Biological Process,cellular pigmentation,Biological Process
go:0033076::Biological Process,isoquinoline alkaloid metabolic process,Biological Process
go:0033077::Biological Process,T cell differentiation in thymus,Biological Process
go:0033081::Biological Process,regulation of T cell differentiation in thymus,Biological Process
go:0033083::Biological Process,regulation of immature T cell proliferation,Biological Process
go:0033084::Biological Process,regulation of immature T cell proliferation in thymus,Biological Process
go:0033085::Biological Process,negative regulation of T cell differentiation in thymus,Biological Process
go:0033087::Biological Process,negative regulation of immature T cell proliferation,Biological Process
go:0033088::Biological Process,negative regulation of immature T cell proliferation in thymus,Biological Process
go:0033089::Biological Process,positive regulation of T cell differentiation in thymus,Biological Process
go:0033091::Biological Process,positive regulation of immature T cell proliferation,Biological Process
go:0033092::Biological Process,positive regulation of immature T cell proliferation in thymus,Biological Process
go:0033108::Biological Process,mitochondrial respiratory chain complex assembly,Biological Process
go:0033119::Biological Process,negative regulation of RNA splicing,Biological Process
go:0033120::Biological Process,positive regulation of RNA splicing,Biological Process
go:0033121::Biological Process,regulation of purine nucleotide catabolic process,Biological Process
go:0033122::Biological Process,negative regulation of purine nucleotide catabolic process,Biological Process
go:0033123::Biological Process,positive regulation of purine nucleotide catabolic process,Biological Process
go:0033127::Biological Process,regulation of histone phosphorylation,Biological Process
go:0033128::Biological Process,negative regulation of histone phosphorylation,Biological Process
go:0033129::Biological Process,positive regulation of histone phosphorylation,Biological Process
go:0033131::Biological Process,regulation of glucokinase activity,Biological Process
go:0033132::Biological Process,negative regulation of glucokinase activity,Biological Process
go:0033133::Biological Process,positive regulation of glucokinase activity,Biological Process
go:0033135::Biological Process,regulation of peptidyl-serine phosphorylation,Biological Process
go:0033136::Biological Process,serine phosphorylation of STAT3 protein,Biological Process
go:0033137::Biological Process,negative regulation of peptidyl-serine phosphorylation,Biological Process
go:0033138::Biological Process,positive regulation of peptidyl-serine phosphorylation,Biological Process
go:0033139::Biological Process,regulation of peptidyl-serine phosphorylation of STAT protein,Biological Process
go:0033141::Biological Process,positive regulation of peptidyl-serine phosphorylation of STAT protein,Biological Process
go:0033143::Biological Process,regulation of intracellular steroid hormone receptor signaling pathway,Biological Process
go:0033144::Biological Process,negative regulation of intracellular steroid hormone receptor signaling pathway,Biological Process
go:0033145::Biological Process,positive regulation of intracellular steroid hormone receptor signaling pathway,Biological Process
go:0033146::Biological Process,regulation of intracellular estrogen receptor signaling pathway,Biological Process
go:0033147::Biological Process,negative regulation of intracellular estrogen receptor signaling pathway,Biological Process
go:0033148::Biological Process,positive regulation of intracellular estrogen receptor signaling pathway,Biological Process
go:0033151::Biological Process,V(D)J recombination,Biological Process
go:0033152::Biological Process,immunoglobulin V(D)J recombination,Biological Process
go:0033153::Biological Process,T cell receptor V(D)J recombination,Biological Process
go:0033157::Biological Process,regulation of intracellular protein transport,Biological Process
go:0033158::Biological Process,"regulation of protein import into nucleus, translocation",Biological Process
go:0033159::Biological Process,"negative regulation of protein import into nucleus, translocation",Biological Process
go:0033160::Biological Process,"positive regulation of protein import into nucleus, translocation",Biological Process
go:0033169::Biological Process,histone H3-K9 demethylation,Biological Process
go:0033173::Biological Process,calcineurin-NFAT signaling cascade,Biological Process
go:0033182::Biological Process,regulation of histone ubiquitination,Biological Process
go:0033183::Biological Process,negative regulation of histone ubiquitination,Biological Process
go:0033184::Biological Process,positive regulation of histone ubiquitination,Biological Process
go:0033189::Biological Process,response to vitamin A,Biological Process
go:0033194::Biological Process,response to hydroperoxide,Biological Process
go:0033197::Biological Process,response to vitamin E,Biological Process
go:0033198::Biological Process,response to ATP,Biological Process
go:0033206::Biological Process,meiotic cytokinesis,Biological Process
go:0033209::Biological Process,tumor necrosis factor-mediated signaling pathway,Biological Process
go:0033210::Biological Process,leptin-mediated signaling pathway,Biological Process
go:0033211::Biological Process,adiponectin-activated signaling pathway,Biological Process
go:0033216::Biological Process,ferric iron import,Biological Process
go:0033227::Biological Process,dsRNA transport,Biological Process
go:0033233::Biological Process,regulation of protein sumoylation,Biological Process
go:0033234::Biological Process,negative regulation of protein sumoylation,Biological Process
go:0033235::Biological Process,positive regulation of protein sumoylation,Biological Process
go:0033238::Biological Process,regulation of cellular amine metabolic process,Biological Process
go:0033239::Biological Process,negative regulation of cellular amine metabolic process,Biological Process
go:0033240::Biological Process,positive regulation of cellular amine metabolic process,Biological Process
go:0033260::Biological Process,nuclear DNA replication,Biological Process
go:0033262::Biological Process,regulation of nuclear cell cycle DNA replication,Biological Process
go:0033273::Biological Process,response to vitamin,Biological Process
go:0033275::Biological Process,actin-myosin filament sliding,Biological Process
go:0033277::Biological Process,abortive mitotic cell cycle,Biological Process
go:0033278::Biological Process,cell proliferation in midbrain,Biological Process
go:0033280::Biological Process,response to vitamin D,Biological Process
go:0033292::Biological Process,T-tubule organization,Biological Process
go:0033299::Biological Process,secretion of lysosomal enzymes,Biological Process
go:0033306::Biological Process,phytol metabolic process,Biological Process
go:0033313::Biological Process,meiotic cell cycle checkpoint,Biological Process
go:0033314::Biological Process,mitotic DNA replication checkpoint,Biological Process
go:0033326::Biological Process,cerebrospinal fluid secretion,Biological Process
go:0033327::Biological Process,Leydig cell differentiation,Biological Process
go:0033341::Biological Process,regulation of collagen binding,Biological Process
go:0033344::Biological Process,cholesterol efflux,Biological Process
go:0033353::Biological Process,S-adenosylmethionine cycle,Biological Process
go:0033363::Biological Process,secretory granule organization,Biological Process
go:0033364::Biological Process,mast cell secretory granule organization,Biological Process
go:0033365::Biological Process,protein localization to organelle,Biological Process
go:0033383::Biological Process,geranyl diphosphate metabolic process,Biological Process
go:0033384::Biological Process,geranyl diphosphate biosynthetic process,Biological Process
go:0033387::Biological Process,putrescine biosynthetic process from ornithine,Biological Process
go:0033483::Biological Process,gas homeostasis,Biological Process
go:0033484::Biological Process,nitric oxide homeostasis,Biological Process
go:0033489::Biological Process,cholesterol biosynthetic process via desmosterol,Biological Process
go:0033490::Biological Process,cholesterol biosynthetic process via lathosterol,Biological Process
go:0033500::Biological Process,carbohydrate homeostasis,Biological Process
go:0033504::Biological Process,floor plate development,Biological Process
go:0033505::Biological Process,floor plate morphogenesis,Biological Process
go:0033512::Biological Process,L-lysine catabolic process to acetyl-CoA via saccharopine,Biological Process
go:0033522::Biological Process,histone H2A ubiquitination,Biological Process
go:0033523::Biological Process,histone H2B ubiquitination,Biological Process
go:0033539::Biological Process,fatty acid beta-oxidation using acyl-CoA dehydrogenase,Biological Process
go:0033540::Biological Process,fatty acid beta-oxidation using acyl-CoA oxidase,Biological Process
go:0033555::Biological Process,multicellular organismal response to stress,Biological Process
go:0033559::Biological Process,unsaturated fatty acid metabolic process,Biological Process
go:0033561::Biological Process,regulation of water loss via skin,Biological Process
go:0033563::Biological Process,dorsal/ventral axon guidance,Biological Process
go:0033564::Biological Process,anterior/posterior axon guidance,Biological Process
go:0033566::Biological Process,gamma-tubulin complex localization,Biological Process
go:0033567::Biological Process,"DNA replication, Okazaki fragment processing",Biological Process
go:0033572::Biological Process,transferrin transport,Biological Process
go:0033574::Biological Process,response to testosterone,Biological Process
go:0033578::Biological Process,protein glycosylation in Golgi,Biological Process
go:0033591::Biological Process,response to L-ascorbic acid,Biological Process
go:0033594::Biological Process,response to hydroxyisoflavone,Biological Process
go:0033595::Biological Process,response to genistein,Biological Process
go:0033598::Biological Process,mammary gland epithelial cell proliferation,Biological Process
go:0033599::Biological Process,regulation of mammary gland epithelial cell proliferation,Biological Process
go:0033600::Biological Process,negative regulation of mammary gland epithelial cell proliferation,Biological Process
go:0033601::Biological Process,positive regulation of mammary gland epithelial cell proliferation,Biological Process
go:0033602::Biological Process,negative regulation of dopamine secretion,Biological Process
go:0033603::Biological Process,positive regulation of dopamine secretion,Biological Process
go:0033604::Biological Process,negative regulation of catecholamine secretion,Biological Process
go:0033605::Biological Process,positive regulation of catecholamine secretion,Biological Process
go:0033615::Biological Process,mitochondrial proton-transporting ATP synthase complex assembly,Biological Process
